"source","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","subfamily","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","canonicalName","suggested","Hastriter_suggested","Hastriter_note","Hastriter_family"
"GBIF","4480817",NA,1416927,"1416905",4480818,NA,NA,NA,"Amalareus improvisus (Ioff, 1946)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Amalaraeus",NA,"improvisus",NA,"species",NA,"(Ioff, 1946)",NA,NA,"homotypic synonym",NA,"Originally found in sources as accepted taxon within Amalareus Ioff, 1936","Amalareus improvisus","Amalaraeus improvisus","Amalaraeus improvisus (Ioff, 1946)",NA,NA
"GBIF, CoL","6194459",NA,NA,"1419340",8882243,NA,NA,NA,"Euchoplopsyllus glacialis affinis (Baker, 1904)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Euchoplopsyllus",NA,"glacialis","affinis","subspecies",NA,"(Baker, 1904)",NA,NA,"accepted",NA,NA,"Euchoplopsyllus glacialis affinis","Euhoplopsyllus glacialis affinis","Euhoplopsyllus glacialis affinis (Baker, 1904)","(NOTE: series of misspelling of Euhoplopsyllus, i.e., Euchoplopsyllus)",NA
"GBIF, CoL","1416992",NA,1416990,"1416967",10294224,NA,NA,NA,"Megabothris microti (Nordberg, 1935)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Megabothris",NA,"microti",NA,"species",NA,"(Nordberg, 1935)",NA,NA,"synonym",NA,NA,"Megabothris microti","Ceratophyllus microti","Ceratophyllus microti Nordberg, 1935 is a synonym of Megabothris rectangulatus (Wahlgren, 1903)",NA,NA
"GBIF, CoL","1419349",NA,1419340,"1419339",NA,NA,NA,NA,"Euchoplopsyllus powersi (Fox, 1926)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Euchoplopsyllus",NA,"powersi",NA,"species",NA,"(Fox, 1926)",NA,NA,"synonym",NA,NA,"Euchoplopsyllus powersi",NA,"Hoplopsyllus powersi Hubbard, 1943 is a synonym of Euhoplopsyllus glacialis foxi (Ewing, 1924)","(NOTE: series of misspelling of Euhoplopsyllus, i.e., Euchoplopsyllus)",NA
"GBIF, CoL","1416649",NA,1416646,"1416605",NA,NA,NA,NA,"Nomadopsylla citelli (Stewart, 1928)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Thrassis",NA,"citelli",NA,"species",NA,"(Stewart, 1928)",NA,NA,"synonym",NA,NA,"Nomadopsylla citelli","Ceratophyllus citelli","Synonym of Thrassis fotus (Jordan, 1925)",NA,NA
"GBIF, CoL","1419342",NA,1419340,"1419339",NA,NA,NA,NA,"Euchoplopsyllus minutus (Fox, 1926)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Euchoplopsyllus",NA,"minutus",NA,"species",NA,"(Fox, 1926)",NA,NA,"synonym",NA,NA,"Euchoplopsyllus minutus",NA,"Hoplopsyllus minutus Hubbard, 1943 is a synonym of Euhoplopsyllus glacialis foxi (Ewing, 1924)","(NOTE: series of misspelling of Euhoplopsyllus, i.e., Euchoplopsyllus)",NA
"GBIF, CoL","6194460",NA,NA,"1419340",NA,NA,NA,NA,"Euchoplopsyllus glacialis lynx (Baker, 1904)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Euchoplopsyllus",NA,"glacialis","lynx","subspecies",NA,"(Baker, 1904)",NA,NA,"accepted",NA,NA,"Euchoplopsyllus glacialis lynx","Euhoplopsyllus glacialis lynx","Euhoplopsyllus glacialis lynx (Baker, 1904)","(NOTE: series of misspelling of Euhoplopsyllus, i.e., Euchoplopsyllus)",NA
"GBIF, CoL","1419345",NA,1419340,"1419339",NA,NA,NA,NA,"Euchoplopsyllus tenuidigitus (Stewart, 1940)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Euchoplopsyllus",NA,"tenuidigitus",NA,"species",NA,"(Stewart, 1940)",NA,NA,"synonym",NA,NA,"Euchoplopsyllus tenuidigitus","Hoplopsyllus tenuidigitus","Hoplopsyllus Tenuidigitus Stewart, 1940 is a synonym of Euhoplopsyllus glacialis foxi (Ewing, 1924)","(NOTE: series of misspelling of Euhoplopsyllus, i.e., Euchoplopsyllus)",NA
"GBIF, CoL","6194461",NA,NA,"1419340",NA,NA,NA,NA,"Euchoplopsyllus glacialis foxi (Ewing, 1924)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Euchoplopsyllus",NA,"glacialis","foxi","subspecies",NA,"(Ewing, 1924)",NA,NA,"accepted",NA,NA,"Euchoplopsyllus glacialis foxi","Euhoplopsyllus glacialis foxi","Euhoplopsyllus glacialis foxi (Ewing, 1924)","(NOTE: series of misspelling of Euhoplopsyllus, i.e., Euchoplopsyllus)",NA
"GBIF, CoL","6194017",NA,NA,"1417879",NA,NA,NA,NA,"Pectinoctenus pectiniceps ventrisinulata Chen Ningyu, Zhang Guangdeng & Liu Q, 1984",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae",NA,"Pectinoctenus",NA,"pectiniceps","ventrisinulata","subspecies",NA,"Chen Ningyu, Zhang Guangdeng & Liu Q, 1984",NA,NA,"accepted",NA,NA,"Pectinoctenus pectiniceps ventrisinulata",NA,NA,"Pectinoctenus is a subgenus of Leptopsylla Jordan & Rothschild, 1911",NA
"GBIF, CoL","1419434",NA,1419433,"1419358",NA,NA,NA,NA,"Alaopsylla lybica Wagner, 1933",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Xenopsylla",NA,"lybica",NA,"species",NA,"Wagner, 1933",NA,NA,"synonym",NA,NA,"Alaopsylla lybica","Xenopsylla lybica","Synonym of Xenopsylla taractes Jordan & Rothschild, 1913",NA,NA
"GBIF, CoL","1419517",NA,1419516,"1419515",NA,NA,NA,NA,"Parapulex alternans (Wahlgren, 1904)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Parapulex",NA,"alternans",NA,"species",NA,"(Wahlgren, 1904)",NA,NA,"synonym",NA,NA,"Parapulex alternans","Pulex alternans","Pulex alternans Wahlgren, 1904 is a synonym of Parapulex chephrenis (Rothschild, 1903)",NA,NA
"GBIF, CoL","1419427",NA,1419426,"1419358",NA,NA,NA,NA,"Alaopsylla pasiphae De Meillon, 1947",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Xenopsylla",NA,"pasiphae",NA,"species",NA,"De Meillon, 1947",NA,NA,"synonym",NA,NA,"Alaopsylla pasiphae",NA,"Synonym of Xenopsylla eridos (Rothschild, 1904)",NA,NA
"GBIF, CoL","5051119",NA,5051118,"1419288",NA,NA,NA,NA,"Rhynchoprion reptans (Illiger, 1805)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Tungidae",NA,"Tunga",NA,"reptans",NA,"species",NA,"(Illiger, 1805)",NA,NA,"synonym",NA,NA,"Rhynchoprion reptans","Pulex reptans","Pulex reptans Illiger, 1805 is a synonym of Tunga penetrans Linnaeus, 1758",NA,NA
"GBIF, CoL","1417218",NA,1417217,"1417115",NA,NA,NA,NA,"Ceratopsyllus breviprojectus Liu, Wu & Wu, 1966",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Ceratophyllus",NA,"breviprojectus",NA,"species",NA,"Liu, Wu & Wu, 1966",NA,NA,"synonym",NA,NA,"Ceratopsyllus breviprojectus","Ceratophyllus breviprojectus","Synonym of Ceratophyllus olsufjevi Scalon & Violovich, 1961",NA,NA
"GBIF","4480820",NA,1416928,"1416905",NA,NA,NA,NA,"Ceratophyllus arvicolae Ioff, 1948",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Amalaraeus",NA,"arvicolae",NA,"species",NA,"Ioff, 1948",NA,NA,"homotypic synonym",NA,"Originally found in sources as homotypic synonym of Amalareus arvicolae (Ioff, 1948)","Ceratophyllus arvicolae","Amalaraeus arvicolae","Amalaraeus arvicolae (Ioff, 1948)",NA,NA
"GBIF, CoL","1417175",NA,1417174,"1417115",NA,NA,NA,NA,"Ceratopsyllus dalei Rothschild, 1903",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Ceratophyllus",NA,"dalei",NA,"species",NA,"Rothschild, 1903",NA,NA,"synonym",NA,NA,"Ceratopsyllus dalei","Ceratophyllus dalei","Synonym of Ceratophyllus rusticus Wagner, 1903",NA,NA
"GBIF, CoL","1417172",NA,1417170,"1417115",4480846,NA,NA,NA,"Ceratopsyllus columbinus (Megnin, 1880)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Ceratophyllus",NA,"columbinus",NA,"species",NA,"(Megnin, 1880)",NA,NA,"synonym",NA,NA,"Ceratopsyllus columbinus",NA,"Pulex columbinus Megnin, 1880 is a synonym of Ceratophyllus columbae (Gervais, 1844)","Misspelling, Ceratopsyllus vs. Ceratophyllus",NA
"GBIF, CoL","6194290",NA,1416928,"1416905",NA,NA,NA,NA,"Amalaraeus arvicolae smitianus (Rosicky, 1959)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Amalaraeus",NA,"arvicolae","smitianus","subspecies",NA,"(Rosicky, 1959)",NA,NA,"synonym",NA,NA,"Amalaraeus arvicolae smitianus","Malaraeus arvicolae smitianus","Malaraeus arvicolae smitianus Rosicky, 1955 is a  synonym of Amalaraeus arvicolae (Ioff, 1948)",NA,NA
"GBIF","4480845",NA,1417170,"1417115",NA,NA,NA,NA,"Pulex columbae Gervais, 1844",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Ceratophyllus",NA,"columbae",NA,"species",NA,"Gervais, 1844",NA,NA,"homotypic synonym",NA,NA,"Pulex columbae","Ceratophyllus columbae","Ceratophyllus columbae (Gervais, 1944)",NA,NA
"GBIF","4480821",NA,1416928,"1416905",NA,NA,NA,NA,"Malareus dioplesicus Peus, 1958",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Amalaraeus",NA,"dioplesicus",NA,"species",NA,"Peus, 1958",NA,NA,"synonym",NA,NA,"Malareus dioplesicus",NA,"Malaraeus dioplesicus Peus, 19548 is a synonym of Amalaraeus arvicolae (Ioff, 1948)",NA,NA
"GBIF, CoL","1416931",NA,1416928,"1416905",NA,NA,NA,NA,"Amalaraeus furkotensis (Rosicky, 1955)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Amalaraeus",NA,"furkotensis",NA,"species",NA,"(Rosicky, 1955)",NA,NA,"synonym",NA,NA,"Amalaraeus furkotensis",NA,"Amalaraeus arvicolae furkotensis Rosicky, 1955 is a synonym of Amalaraeus arvicolae (Ioff, 1948)",NA,NA
"GBIF, CoL","1416930",NA,1416928,"1416905",NA,NA,NA,NA,"Amalaraeus dioplesius (Peus, 1958)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Amalaraeus",NA,"dioplesius",NA,"species",NA,"(Peus, 1958)",NA,NA,"synonym",NA,NA,"Amalaraeus dioplesius",NA,"Amalaraeus dioplesius Peus, 19548 is a synonym of Amalaraeus arvicolae (Ioff, 1948)","Misspelling, dioplesius vs. dioplesicus",NA
"GBIF, CoL","1417096",NA,1417089,"1417087",NA,NA,NA,NA,"Dasypsyllus arvensis (Dale, 1878)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Dasypsyllus",NA,"arvensis",NA,"species",NA,"(Dale, 1878)",NA,NA,"synonym",NA,NA,"Dasypsyllus arvensis","Ceratophyllus arvensis","Ceratophyllus arvensis Dale, 1878 is a synonym of Dasypsyllus gallinulae gallinulae (Dale, 1878)",NA,NA
"GBIF, CoL","1417101",NA,1417089,"1417087",NA,NA,NA,NA,"Dasypsyllus citrinellae (Dale, 1878)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Dasypsyllus",NA,"citrinellae",NA,"species",NA,"(Dale, 1878)",NA,NA,"synonym",NA,NA,"Dasypsyllus citrinellae","Ceratophyllus citrinellae","Synonym of Dasypsyllus gallinulae gallinulae (Dale, 1878)",NA,NA
"GBIF, CoL","1417099",NA,1417089,"1417087",NA,NA,NA,NA,"Dasypsyllus pyrhulae (Dale, 1878)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Dasypsyllus",NA,"pyrhulae",NA,"species",NA,"(Dale, 1878)",NA,NA,"synonym",NA,NA,"Dasypsyllus pyrhulae",NA,"Ceratophyllus purrhulae Dale, 1878 is a synonym of Dasypsyllus gallinulae gallinulae (Dale, 1878)","Misspelling, purhulae vs. purrhulae",NA
"GBIF, CoL","1417100",NA,1417089,"1417087",NA,NA,NA,NA,"Dasypsyllus atricapillae (Dale, 1878)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Dasypsyllus",NA,"atricapillae",NA,"species",NA,"(Dale, 1878)",NA,NA,"synonym",NA,NA,"Dasypsyllus atricapillae","Ceratophyllus atricapillae","Synonym of Dasypsyllus gallinulae gallinulae (Dale, 1878)",NA,NA
"GBIF, CoL","1417102",NA,1417089,"1417087",NA,NA,NA,NA,"Dasypsyllus newsteadi (Rothschild, 1901)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Dasypsyllus",NA,"newsteadi",NA,"species",NA,"(Rothschild, 1901)",NA,NA,"synonym",NA,NA,"Dasypsyllus newsteadi","Ceratophyllus newsteadi","Ceratopyllus newsteadi Rothschild, 1901 is a synonym of Dasypsyllus gallinulae gallinulae (Dale, 1878)",NA,NA
"GBIF, CoL","1417098",NA,1417089,"1417087",NA,NA,NA,NA,"Dasypsyllus merulae (Dale, 1878)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Dasypsyllus",NA,"merulae",NA,"species",NA,"(Dale, 1878)",NA,NA,"synonym",NA,NA,"Dasypsyllus merulae","Ceratophyllus merulae","Ceratophyllus merulae Dale, 1878 is a synonym of Dasypsyllus gallinulae gallinulae (Dale, 1878)",NA,NA
"GBIF, CoL","1417103",NA,1417089,"1417087",NA,NA,NA,NA,"Dasypsyllus trochili (Dale, 1878)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Dasypsyllus",NA,"trochili",NA,"species",NA,"(Dale, 1878)",NA,NA,"synonym",NA,NA,"Dasypsyllus trochili","Ceratophyllus trochili","Ceratophyllus trochili Dale, 1878 is a synonym of Dasypsyllus gallinulae gallinulae (Dale, 1878)",NA,NA
"GBIF, CoL","1417094",NA,1417089,"1417087",NA,NA,NA,NA,"Dasypsyllus viscivora (Dale, 1878)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Dasypsyllus",NA,"viscivora",NA,"species",NA,"(Dale, 1878)",NA,NA,"synonym",NA,NA,"Dasypsyllus viscivora","Ceratophyllus viscivora","Ceratophyllus viscivora Dale, 1878 is a synonym of Dasypsyllus gallinulae gallinulae (Dale, 1878)",NA,NA
"GBIF","4480889",NA,1417089,"1417087",NA,NA,NA,NA,"Ceratopsyllus gallinulae C.W.Dale, 1878",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Dasypsyllus",NA,"gallinulae",NA,"species",NA,"C.W.Dale, 1878",NA,NA,"homotypic synonym",NA,NA,"Ceratopsyllus gallinulae",NA,NA,NA,NA
"GBIF, CoL","1417092",NA,1417089,"1417087",NA,NA,NA,NA,"Dasypsyllus caudati (Dale, 1878)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Dasypsyllus",NA,"caudati",NA,"species",NA,"(Dale, 1878)",NA,NA,"synonym",NA,NA,"Dasypsyllus caudati",NA,"Ceratophyllus caudati Dale, 1878 is a synonym of Dasypsyllus gallinulae gallinulae (Dale, 1878)",NA,NA
"GBIF, CoL","1417097",NA,1417089,"1417087",NA,NA,NA,NA,"Dasypsyllus cinereae (Dale, 1878)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Dasypsyllus",NA,"cinereae",NA,"species",NA,"(Dale, 1878)",NA,NA,"synonym",NA,NA,"Dasypsyllus cinereae","Ceratophyllus cinereae","Synonym of Dasypsyllus gallinulae gallinulae (Dale, 1878)",NA,NA
"GBIF, CoL, NMNH","6194324",NA,NA,"1416946",NA,NA,NA,NA,"Mioctenopsylla arctica hadweni (Ewing, 1927)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Mioctenopsylla",NA,"arctica","hadweni","subspecies",NA,"(Ewing, 1927)",NA,NA,"accepted",NA,NA,"Mioctenopsylla arctica hadweni",NA,"Amphipsylla hadweni Ewing, 1927 and Boreopsylla hadweni Ewing, 1929 are synonyms of Mioctenopsylla arctica Rothschild, 1922",NA,NA
"GBIF, CoL","1417093",NA,1417089,"1417087",NA,NA,NA,NA,"Dasypsyllus garruli (Dale, 1878)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Dasypsyllus",NA,"garruli",NA,"species",NA,"(Dale, 1878)",NA,NA,"synonym",NA,NA,"Dasypsyllus garruli","Ceratophyllus garruli","Synonym of Dasypsyllus gallinulae gallinulae (Dale, 1878)",NA,NA
"GBIF, CoL","1418577",NA,1418576,"1418572",NA,NA,NA,NA,"Corrodopsylla jellisoni (Hubbard, 1940)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Corrodopsylla",NA,"jellisoni",NA,"species",NA,"(Hubbard, 1940)",NA,NA,"synonym",NA,NA,"Corrodopsylla jellisoni","Doratopsylla jellisoni","Doratopsylla jellisoni Hubbard, 1940 is a synonym of Corrodopsylla curvata obtusata (Wagner, 1929)",NA,"Ctenophthalmidae"
"GBIF","9649981",NA,NA,"9730795",NA,NA,NA,NA,"Palaeopsylla sorecis rosickyi F.G.Smit, 1960",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Palaeopsylla",NA,"sorecis","rosickyi","subspecies",NA,"F.G.Smit, 1960",NA,NA,"accepted",NA,NA,"Palaeopsylla sorecis rosickyi",NA,"Palaeopsylla soricis rosickyi Smit, 1960","Misspelling, sorecis vs. soricis","Ctenophthalmidae"
"GBIF","9772308",NA,NA,"9730795",NA,NA,NA,NA,"Palaeopsylla sorecis starki J.N.Wagner, 1930",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Palaeopsylla",NA,"sorecis","starki","subspecies",NA,"J.N.Wagner, 1930",NA,NA,"accepted",NA,NA,"Palaeopsylla sorecis starki",NA,"Palaeopsylla soricis starki Wagner, 1930","Misspelling, sorecis vs. soricis","Ctenophthalmidae"
"GBIF","9782453",NA,NA,"9730795",NA,NA,NA,NA,"Palaeopsylla sorecis sorecis",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Palaeopsylla",NA,"sorecis","sorecis","subspecies",NA,NA,NA,NA,"accepted",NA,NA,"Palaeopsylla sorecis sorecis",NA,"Palaeopsylla soricis soricis (Dale, 1878)","Misspelling, sorecis vs. soricis","Ctenophthalmidae"
"GBIF","8882243",NA,6194459,"1419340",NA,NA,NA,NA,"Pulex affinis Baker, 1904",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Euchoplopsyllus",NA,"affinis",NA,"species",NA,"Baker, 1904",NA,NA,"homotypic synonym",NA,"Originally found in sources as synonym of Euhoplopsyllus glacialis subsp. affinis (Baker, 1904)","Pulex affinis",NA,"Genus spelling problem","(NOTE: series of misspelling of Euhoplopsyllus, i.e., Euchoplopsyllus)",NA
"GBIF","9518494",NA,7198641,"1417955",NA,NA,NA,NA,"Leptopsylla spectabilis Waterston, 1914",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae",NA,"Peromyscopsylla",NA,"spectabilis",NA,"species",NA,"Waterston, 1914",NA,NA,"synonym",NA,NA,"Leptopsylla spectabilis",NA,"Peromyscopsylla spectabilis spectabilis (Rothschild, 1898)",NA,NA
"GBIF","9266843",NA,5051018,"5050990",NA,NA,NA,NA,"Ctenophthalmus oreadis Jordan & Rothschild, 1923",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Ctenophthalmus",NA,"oreadis",NA,"species",NA,"Jordan & Rothschild, 1923",NA,NA,"synonym",NA,NA,"Ctenophthalmus oreadis",NA,NA,NA,NA
"GBIF, CoL","5050896",NA,NA,"5050893",NA,NA,NA,NA,"Ctenophthalmus nivalis helveticus Smit, 1963",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Ctenophthalmus",NA,"nivalis","helveticus","subspecies",NA,"Smit, 1963",NA,NA,"accepted",NA,NA,"Ctenophthalmus nivalis helveticus",NA,"Ctenophthalmus nivalis helviticus Smit, 1963","Misspelling, helveticus vs. helviticus","Ctenophthalmidae"
"GBIF","9041390",NA,NA,"5050893",NA,NA,NA,NA,"Ctenophthalmus nivalis helvetius Smit, 1963",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Ctenophthalmus",NA,"nivalis","helvetius","subspecies",NA,"Smit, 1963",NA,NA,"accepted",NA,NA,"Ctenophthalmus nivalis helvetius",NA,"Ctenophthalmus nivalis helviticus Smit, 1963","Misspelling, helvetius vs. helviticus","Ctenophthalmidae"
"GBIF","8737373",NA,NA,"5050943",NA,NA,NA,NA,"Ctenophthalmus wagneri schuricus Ioff, 1940",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Ctenophthalmus",NA,"wagneri","schuricus","subspecies",NA,"Ioff, 1940",NA,NA,"accepted",NA,NA,"Ctenophthalmus wagneri schuricus",NA,"Ctenophthalmus wagneri schuriscus Ioff, 1940","Misspelling, schuricus vs. schuriscus","Ctenophthalmidae"
"GBIF","9027906",NA,5050861,"1418195",NA,NA,NA,NA,"Ctenophthalmus phrator Jordan, 1929",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Ctenophthalmus",NA,"phrator",NA,"species",NA,"Jordan, 1929",NA,NA,"heterotypic synonym",NA,NA,"Ctenophthalmus phrator","Typhlopsylla phrator",NA,NA,NA
"GBIF, CoL","1418167",NA,NA,"1418166",NA,NA,NA,NA,"Praeopsylla powelli Ingram, 1927",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Chimaeropsyllidae",NA,"Praeopsylla",NA,"powelli",NA,"species",NA,"Ingram, 1927",NA,NA,"accepted",NA,NA,"Praeopsylla powelli","Praopsylla powelli","Praopsylla powelli Ingram, 1927","Misspelling, Praeopsylla vs. Praopsylla",NA
"GBIF, CoL","1417520",NA,NA,"1417505",NA,NA,NA,NA,"Lagaropsylla putilla Jordan & Rothschild, 1921",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae",NA,"Lagaropsylla",NA,"putilla",NA,"species",NA,"Jordan & Rothschild, 1921",NA,NA,"accepted",NA,NA,"Lagaropsylla putilla",NA,"Lagaropsylla putila Jordan & Rothschild, 1921","Misspelling, putilla vs. putila",NA
"GBIF, CoL","1416264",NA,NA,"1416255",NA,NA,NA,NA,"Vermipsylla asymmetrica Liu Chiying, Wu Houyong & Wu Foolin, 1965",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Vermipsyllidae",NA,"Vermipsylla",NA,"asymmetrica",NA,"species",NA,"Liu Chiying, Wu Houyong & Wu Foolin, 1965",NA,NA,"accepted",NA,NA,"Vermipsylla asymmetrica",NA,"Vermipsylla asymmetrica asymmetrica Liu, Wu & Wu, 1965",NA,NA
"GBIF, CoL, NMNH","1418621",NA,NA,"1418594",NA,NA,NA,NA,"Dinopsyllus ingens (Rothschild, 1900)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Dinopsyllus",NA,"ingens",NA,"species",NA,"(Rothschild, 1900)",NA,NA,"accepted",NA,NA,"Dinopsyllus ingens",NA,"Dinopsyllus ingens Rothschild, 1900","Missing in LWSL: added","Ctenophthalmidae"
"GBIF","4480993",NA,NA,"1416279",NA,NA,NA,NA,"Coptopsylla bairamalienis Wagner, 1929",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Coptopsyllidae",NA,"Coptopsylla",NA,"bairamalienis",NA,"species",NA,"Wagner, 1929",NA,NA,"accepted",NA,NA,"Coptopsylla bairamalienis",NA,"Misspelling, bairamalienis vs. bairamaliensis",NA,NA
"GBIF, CoL","5050648",NA,1416936,"1416935",NA,NA,NA,NA,"Ctenonotus jellisoni",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Tarsopsylla",NA,"jellisoni",NA,"species",NA,NA,NA,NA,"synonym",NA,NA,"Ctenonotus jellisoni",NA,"Opisodasys jellisonia I. Fox, 1941 is a synonym of Tarsopsylla octodeceimdentata (Kolenati, 1863)",NA,NA
