"id","order","family","genus","species","subspecies","author","taxonlevel","accid","canonical","source"
6194295,"Siphonaptera","Ceratophyllidae","Amalaraeus","penicilliger","mustelae","(Dale, 1878)","subspecies",0,"Amalaraeus penicilliger mustelae","GBIF"
6194300,"Siphonaptera","Ceratophyllidae","Amalaraeus","penicilliger","nivalis","(Yurkina, 1961)","subspecies",6194299,"Amalaraeus penicilliger nivalis","GBIF"
6194297,"Siphonaptera","Ceratophyllidae","Amalaraeus","penicilliger","pedias","(Rothschild, 1911)","subspecies",0,"Amalaraeus penicilliger pedias","GBIF"
7198659,"Siphonaptera","Ceratophyllidae","Amalaraeus","penicilliger","penicilliger","(Grube, 1851)","subspecies",0,"Amalaraeus penicilliger penicilliger","GBIF"
6194303,"Siphonaptera","Ceratophyllidae","Amalaraeus","penicilliger","pyrenaicus","Brinck-Lindroth, 1974","subspecies",0,"Amalaraeus penicilliger pyrenaicus","GBIF"
6194296,"Siphonaptera","Ceratophyllidae","Amalaraeus","penicilliger","syrt","(Ioff, 1946)","subspecies",0,"Amalaraeus penicilliger syrt","GBIF"
6194294,"Siphonaptera","Ceratophyllidae","Amalaraeus","penicilliger","vallis","(Ioff, 1946)","subspecies",0,"Amalaraeus penicilliger vallis","GBIF"
1416920,"Siphonaptera","Ceratophyllidae","Amalaraeus","steineri",NA,"(Peus, 1977)","species",0,"Amalaraeus steineri","GBIF"
4480819,"Siphonaptera","Ceratophyllidae","Amalaraeus","arvicolae",NA,"(Ioff, 1948)","species",1416928,"Amalaraeus arvicolae","GBIF"
4480817,"Siphonaptera","Ceratophyllidae","Amalaraeus","improvisus",NA,"(Ioff, 1946)","species",1416927,"Amalaraeus improvisus","GBIF"
4480823,"Siphonaptera","Pulicidae","Pulex","penicilliger",NA,"(Grube, 1851)","species",6547284,"Pulex penicilliger","GBIF"
4480827,"Siphonaptera","Ceratophyllidae","Amalaraeus","penicilliger","kratochvili","(Rosicky, 1955)","subspecies",6194299,"Amalaraeus penicilliger kratochvili","GBIF"
4480833,"Siphonaptera","Ceratophyllidae","Amalaraeus","penicilliger","mustelae","(C.W.Dale, 1878)","subspecies",6194295,"Amalaraeus penicilliger mustelae","GBIF"
4480829,"Siphonaptera","Ceratophyllidae","Amalaraeus","penicilliger","pedias","(Rothschild, 1911)","subspecies",6194297,"Amalaraeus penicilliger pedias","GBIF"
7342548,"Siphonaptera","Pulicidae","Pulex","penicilliger","penicilliger","(Grube, 1851)","subspecies",6547284,"Pulex penicilliger penicilliger","GBIF"
4480831,"Siphonaptera","Pulicidae","Pulex","penicilliger","pyrenaicus","Brinck-Lindroth, 1974","subspecies",6547284,"Pulex penicilliger pyrenaicus","GBIF"
4480822,"Siphonaptera","Ceratophyllidae","Amalaraeus","steineri",NA,"Peus, 1977","species",1416920,"Amalaraeus steineri","GBIF"
1416842,"Siphonaptera","Ceratophyllidae","Amaradix","bitterrootensis",NA,"(Dunn, 1923)","species",0,"Amaradix bitterrootensis","GBIF"
7045050,"Siphonaptera","Ceratophyllidae","Amaradix","bitterrootensis","bitterrootensis","(Dunn, 1923)","subspecies",0,"Amaradix bitterrootensis bitterrootensis","GBIF"
